Ticker,Company Name,Sector,Price (INR),Change %,P/E Ratio,ROE %,Market Cap (Cr)
"HDFCIND308","HDFC Industries V308","Banking",2244.85,1.06,19.8,24.5,426615
"BIOCIND309","Biocon Industries W309","Pharma",4906.69,0.12,32.6,28.3,439650
"HINDPOW310","Hindalco Power X310","Energy",3693.10,0.59,69.9,24.3,192458
"LARSENT311","Larsen Enterprises Y311","Automobile",1318.26,-0.42,25.8,10.2,469912
"HDFCINF312","HDFC Infrastructure Z312","Consumer Goods",3418.09,0.52,30.6,17.2,110659
"VEDATEC313","Vedanta Technologies A313","IT",3920.91,0.24,12.3,34.0,354306
"SUNTEC314","Sun Technologies B314","Banking",4753.70,0.36,11.1,2.8,465862
"ITCPOW315","ITC Power C315","Pharma",1107.47,-1.63,8.2,16.1,337752
"RELIFMC316","Reliance FMCG D316","Energy",3028.78,-0.04,18.4,33.0,216066
"CIPLPOW317","Cipla Power E317","Automobile",4990.04,0.11,50.2,14.1,284976
"AUROHOL318","Aurobindo Holdings F318","Consumer Goods",3523.90,0.70,9.9,33.7,428014
"LARSFMC319","Larsen FMCG G319","IT",2250.08,-0.10,6.5,22.4,86369
"ADANCAP320","Adani Capital H320","Banking",3211.66,0.26,39.4,8.9,142653
"AXISAUT321","Axis Automotive I321","Pharma",1675.44,-1.05,32.3,13.6,170942
"LARSLAB322","Larsen Labs J322","Energy",1996.39,0.07,67.4,20.6,10361
"HINDVEN323","Hindalco Ventures K323","Automobile",2668.02,-0.01,23.4,8.4,123096
"TITAVEN324","Titan Ventures L324","Consumer Goods",235.61,-7.30,7.1,1.1,491577
"AXISPOW325","Axis Power M325","IT",4041.49,0.32,44.1,32.7,213067
"TITASOL326","Titan Solutions N326","Banking",4596.90,0.38,54.4,26.6,261153
"ADANTEC327","Adani Technologies O327","Pharma",2691.04,0.23,69.3,31.0,132953
"NTPCCAP328","NTPC Capital P328","Energy",1334.51,-0.06,39.1,3.1,101175
"TITAPHA329","Titan Pharmaceuticals Q329","Automobile",984.64,2.19,23.6,31.9,466428
"INFOIND330","Infosys Industries R330","Consumer Goods",3899.55,-0.51,59.9,29.7,247103
"ITCSOL331","ITC Solutions S331","IT",1359.97,-0.43,23.2,21.6,417868
"BAJAPOW332","Bajaj Power T332","Banking",2403.61,0.45,8.7,30.5,136925
"GODRGLO333","Godrej Global U333","Pharma",4168.77,-0.19,61.0,21.9,13587
"TATAFMC334","Tata FMCG V334","Energy",2581.14,-0.18,64.3,7.8,3570
"HDFCIND335","HDFC Industries W335","Automobile",3217.53,-0.46,49.6,34.9,354589
"INFOSOF336","Infosys Software X336","Consumer Goods",4131.97,0.22,24.3,13.8,260645
"AIRTPHA337","Airtel Pharmaceuticals Y337","IT",4643.47,0.37,10.2,31.8,380551
"AUROCAP338","Aurobindo Capital Z338","Banking",5052.67,-0.05,11.3,34.7,133472
"RELIAUT339","Reliance Automotive A339","Pharma",3011.99,-0.59,50.1,7.9,408911
"SUNGLO340","Sun Global B340","Energy",2764.86,-0.42,27.5,32.2,111253
"AXISSOL341","Axis Solutions C341","Automobile",4415.06,-0.23,33.5,31.6,191986
"TITAVEN342","Titan Ventures D342","Consumer Goods",4664.18,-0.02,22.7,1.4,213072
"TITALAB343","Titan Labs E343","IT",3324.79,0.57,29.5,30.9,378950
"MARUCAP344","Maruti Capital F344","Banking",4665.15,0.30,68.4,18.5,334170
"AIRTFMC345","Airtel FMCG G345","Pharma",4652.81,0.27,34.7,29.8,495597
"TATAFMC346","Tata FMCG H346","Energy",580.70,2.62,28.5,33.2,115583
"GODRVEN347","Godrej Ventures I347","Automobile",2963.84,0.02,6.1,28.4,147166
"NTPCPHA348","NTPC Pharmaceuticals J348","Consumer Goods",478.18,1.86,55.8,2.1,311666
"ADANGLO349","Adani Global K349","IT",658.05,-1.06,45.4,2.1,395852
"CIPLAUT350","Cipla Automotive L350","Banking",3856.19,-0.50,63.0,1.0,21289
"BAJASOL351","Bajaj Solutions M351","Pharma",447.26,-2.58,35.1,28.6,47215
"KOTAAUT352","Kotak Automotive N352","Energy",3727.44,-0.05,15.7,14.4,162214
"AXISSOL353","Axis Solutions O353","Automobile",2854.72,-0.10,29.5,15.2,304795
"WIPRDIG354","Wipro Digital P354","Consumer Goods",4927.33,0.23,50.2,7.4,435408
"MAHITEC355","Mahindra Technologies Q355","IT",725.57,-0.32,65.2,15.7,370354
"KOTATEC356","Kotak Technologies R356","Banking",4208.29,-0.06,69.0,14.2,159251
"MAHIHOL357","Mahindra Holdings S357","Pharma",137.61,12.88,11.4,29.2,460853
"INFOVEN358","Infosys Ventures T358","Energy",639.54,-2.35,45.2,25.4,240529
"AIRTPHA359","Airtel Pharmaceuticals U359","Automobile",4288.84,-0.56,42.5,23.3,349488
"CIPLSOL360","Cipla Solutions V360","Consumer Goods",2830.25,0.58,59.1,11.7,63932
"AXISINF361","Axis Infrastructure W361","IT",3607.82,0.03,45.3,29.1,44694
"HINDTEC362","Hindalco Technologies X362","Banking",1275.56,-0.05,62.7,11.8,321136
"HDFCVEN363","HDFC Ventures Y363","Pharma",3203.38,-0.01,59.9,22.1,3442
"AUROIND364","Aurobindo Industries Z364","Energy",3489.81,-0.05,8.0,20.6,33813
"TATAHOL365","Tata Holdings A365","Automobile",4705.05,0.14,23.2,15.1,446919
"LARSTEC366","Larsen Technologies B366","Consumer Goods",4344.76,0.56,65.1,3.4,447721
"GODRCAP367","Godrej Capital C367","IT",840.29,1.44,19.5,21.3,309978
"HINDPOW368","Hindalco Power D368","Banking",3408.22,-0.04,52.9,1.9,447407
"ITCTEC369","ITC Technologies E369","Pharma",498.02,2.13,30.0,5.4,18953
"BAJASOF370","Bajaj Software F370","Energy",839.38,2.80,34.3,30.2,15577
"LARSPHA371","Larsen Pharmaceuticals G371","Automobile",3979.05,0.31,36.1,22.0,459956
"BIOCVEN372","Biocon Ventures H372","Consumer Goods",1714.10,-0.74,60.0,14.5,180145
"VEDAPHA373","Vedanta Pharmaceuticals I373","IT",1966.21,1.27,29.0,26.5,373651
"ICICFMC374","ICICI FMCG J374","Banking",4133.51,-0.15,49.1,2.9,297637
"MAHIVEN375","Mahindra Ventures K375","Pharma",1452.08,-0.73,50.0,21.1,227318
"ADANVEN376","Adani Ventures L376","Energy",1144.83,1.07,27.9,31.9,24432
"KOTAFMC377","Kotak FMCG M377","Automobile",2730.18,0.24,43.2,31.0,175751
"KOTALAB378","Kotak Labs N378","Consumer Goods",4773.72,-0.47,14.4,21.1,416812
"RELIIND379","Reliance Industries O379","IT",4652.75,0.39,66.0,21.6,57485
"AXISPHA380","Axis Pharmaceuticals P380","Banking",4861.54,-0.17,56.4,13.4,88188
"ADANVEN381","Adani Ventures Q381","Pharma",4405.41,0.35,18.7,29.8,157823
"HDFCSOL382","HDFC Solutions R382","Energy",2320.29,0.42,50.2,29.1,397719
"WIPRINF383","Wipro Infrastructure S383","Automobile",839.29,1.26,62.6,23.7,471767
"MAHILAB384","Mahindra Labs T384","Consumer Goods",3868.13,0.64,40.6,7.4,347561
"ADANSOF385","Adani Software U385","IT",1748.35,-0.32,35.1,28.5,475361
"BAJACAP386","Bajaj Capital V386","Banking",139.57,-6.09,21.8,28.5,192684
"TITAINF387","Titan Infrastructure W387","Pharma",1829.49,1.33,70.0,29.0,443200
"AUROVEN388","Aurobindo Ventures X388","Energy",1546.17,-1.08,37.4,29.8,212493
"LARSENT389","Larsen Enterprises Y389","Automobile",4476.19,0.14,44.8,10.1,440256
"AXISFMC390","Axis FMCG Z390","Consumer Goods",2886.60,-0.81,66.3,8.9,389120
"GODRLAB391","Godrej Labs A391","IT",994.73,1.34,19.3,20.7,296333
"AUROSOL392","Aurobindo Solutions B392","Banking",3689.59,0.14,19.7,16.8,314359
"GODRSOF393","Godrej Software C393","Pharma",624.01,2.07,27.9,8.1,447457
"ADANPHA394","Adani Pharmaceuticals D394","Energy",257.65,1.41,22.1,12.3,249930
"VEDAGLO395","Vedanta Global E395","Automobile",3986.97,-0.37,51.4,2.9,172941
"MAHIINF396","Mahindra Infrastructure F396","Consumer Goods",2696.26,-0.75,32.7,23.2,62093
"GODRDIG397","Godrej Digital G397","IT",355.14,-3.29,37.2,13.4,377846
"MARUINF398","Maruti Infrastructure H398","Banking",864.36,-1.50,34.8,29.9,71007
"HDFCSOF399","HDFC Software I399","Pharma",4593.08,0.47,62.3,34.4,248745
"CIPLVEN400","Cipla Ventures J400","Energy",3131.85,-0.63,31.6,6.0,269124
"ITCIND401","ITC Industries K401","Automobile",4574.86,0.01,12.0,4.0,56254
"BAJAINF402","Bajaj Infrastructure L402","Consumer Goods",4766.17,0.20,47.3,31.8,425260
"RELISOF403","Reliance Software M403","IT",1387.16,0.82,29.9,33.0,257420
"KOTAFMC404","Kotak FMCG N404","Banking",2817.89,0.60,14.9,24.4,343030
"TITAIND405","Titan Industries O405","Pharma",1994.40,-0.32,61.0,4.3,466580
"BAJAIND406","Bajaj Industries P406","Energy",4940.24,0.02,38.7,17.5,446104
"VEDAHOL407","Vedanta Holdings Q407","Automobile",667.81,-0.51,56.1,19.1,428867
"ITCPHA408","ITC Pharmaceuticals R408","Consumer Goods",1535.31,-0.45,39.9,34.6,192277
"AXISLAB409","Axis Labs S409","IT",4736.73,0.05,58.2,8.5,476070
"BAJAENT410","Bajaj Enterprises T410","Banking",4613.29,0.53,19.4,32.1,155405
"TITASOF411","Titan Software U411","Pharma",4789.95,0.46,12.0,31.4,72708
"CIPLVEN412","Cipla Ventures V412","Energy",4492.61,0.49,27.9,3.7,279001
"BAJACAP413","Bajaj Capital W413","Automobile",4835.33,0.16,10.1,5.7,481060
"ITCTEC414","ITC Technologies X414","Consumer Goods",2277.30,-1.05,26.7,17.0,124647
"ADANPOW415","Adani Power Y415","IT",1414.05,1.69,36.0,29.8,152662
"AUROENT416","Aurobindo Enterprises Z416","Banking",2403.64,-0.45,60.8,13.8,222784
"ICICIND417","ICICI Industries A417","Pharma",523.65,-3.36,16.3,29.1,69503
"CIPLIND418","Cipla Industries B418","Energy",1963.62,-0.91,54.2,19.3,22344
"KOTADIG419","Kotak Digital C419","Automobile",684.50,-2.31,57.6,34.5,173949
"AUROFMC420","Aurobindo FMCG D420","Consumer Goods",2760.33,-0.75,66.5,16.7,142324
"INFODIG421","Infosys Digital E421","IT",2564.87,0.97,45.5,34.2,319473
"MAHIHOL422","Mahindra Holdings F422","Banking",1218.28,-0.86,33.8,29.9,376172
"WIPRSOF423","Wipro Software G423","Pharma",1286.46,-1.09,40.6,0.4,160397
"TATAAUT424","Tata Automotive H424","Energy",867.96,0.87,23.3,26.1,214981
"HDFCDIG425","HDFC Digital I425","Automobile",4352.42,-0.48,12.0,13.2,426956
"RELILAB426","Reliance Labs J426","Consumer Goods",1244.88,-0.43,66.4,7.4,44755
"RELIGLO427","Reliance Global K427","IT",3917.67,0.22,33.9,27.9,166587
"INFOFMC428","Infosys FMCG L428","Banking",2401.86,-0.23,45.9,29.4,145682
"BIOCGLO429","Biocon Global M429","Pharma",4966.97,-0.40,44.9,11.1,383513
"VEDAAUT430","Vedanta Automotive N430","Energy",684.87,1.80,11.3,27.2,326375
"NTPCHOL431","NTPC Holdings O431","Automobile",226.23,-0.12,58.4,31.6,165549
"HDFCPHA432","HDFC Pharmaceuticals P432","Consumer Goods",3234.21,-0.72,24.4,6.9,449363
"RELICAP433","Reliance Capital Q433","IT",4997.63,-0.18,46.6,15.6,259281
"RELIENT434","Reliance Enterprises R434","Banking",4740.24,0.19,52.6,28.4,191603
"HDFCLAB435","HDFC Labs S435","Pharma",764.40,-1.62,39.6,6.8,104498
"HDFCCAP436","HDFC Capital T436","Energy",4741.48,0.38,68.9,17.1,453594
"TITASOL437","Titan Solutions U437","Automobile",1826.61,-1.31,66.7,8.6,269116
"TITASOL438","Titan Solutions V438","Consumer Goods",3340.11,0.51,58.8,30.1,338819
"AIRTSOL439","Airtel Solutions W439","IT",4638.00,-0.47,63.6,14.9,207052
"SUNLAB440","Sun Labs X440","Banking",1753.11,0.72,62.8,0.5,276906
"AIRTAUT441","Airtel Automotive Y441","Pharma",2840.56,0.75,68.8,33.9,457263
"AXISSOF442","Axis Software Z442","Energy",3164.01,0.44,27.4,16.0,224417
"NTPCENT443","NTPC Enterprises A443","Automobile",3591.38,0.29,6.6,8.0,457069
"NTPCSOF444","NTPC Software B444","Consumer Goods",4961.37,0.48,43.8,3.5,195723
"ADANPOW445","Adani Power C445","IT",3985.51,-0.03,55.8,15.3,37878
"TATASOL446","Tata Solutions D446","Banking",356.42,-6.00,5.2,20.2,438087
"RELILAB447","Reliance Labs E447","Pharma",828.50,-2.30,22.4,7.3,47741
"INFOLAB448","Infosys Labs F448","Energy",2360.66,0.30,58.3,26.9,182096
"ITCPHA449","ITC Pharmaceuticals G449","Automobile",4028.45,0.03,62.3,30.7,464355
"AXISVEN450","Axis Ventures H450","Consumer Goods",1077.34,-0.72,55.4,21.3,263114
"GODRDIG451","Godrej Digital I451","IT",4963.71,-0.23,17.7,34.3,197803
"BIOCSOL452","Biocon Solutions J452","Banking",4048.42,0.57,33.3,6.6,171397
"VEDAENT453","Vedanta Enterprises K453","Pharma",114.15,12.05,46.4,11.9,285865
"AXISGLO454","Axis Global L454","Energy",4951.82,-0.31,5.6,14.8,399752
"BAJAINF455","Bajaj Infrastructure M455","Automobile",1876.90,0.54,36.6,13.6,456002
"AIRTSOF456","Airtel Software N456","Consumer Goods",2572.45,-0.59,29.3,31.3,469402
"TITAINF457","Titan Infrastructure O457","IT",1572.64,0.25,22.0,8.7,285911
"TITAPHA458","Titan Pharmaceuticals P458","Banking",4836.38,-0.10,21.8,21.6,447098
"SUNCAP459","Sun Capital Q459","Pharma",3425.70,0.60,25.0,3.7,404535
"WIPRPHA460","Wipro Pharmaceuticals R460","Energy",4401.27,0.24,31.3,32.7,129504
"WIPRAUT461","Wipro Automotive S461","Automobile",450.39,0.87,19.5,15.6,34451
"MAHIGLO462","Mahindra Global T462","Consumer Goods",3127.78,0.55,50.6,3.6,351715
"RELIDIG463","Reliance Digital U463","IT",1201.31,-0.54,15.6,20.5,432175
"LARSDIG464","Larsen Digital V464","Banking",4546.59,0.40,12.2,0.4,71318
"CIPLSOL465","Cipla Solutions W465","Pharma",2016.13,-0.46,19.1,30.8,349368
"AUROHOL466","Aurobindo Holdings X466","Energy",4910.38,-0.21,24.1,32.5,469241
"HDFCSOF467","HDFC Software Y467","Automobile",4545.90,0.27,54.4,22.8,402001
"SUNPOW468","Sun Power Z468","Consumer Goods",1929.99,-1.25,13.2,25.0,114395
"INFOFMC469","Infosys FMCG A469","IT",463.54,3.25,33.8,16.0,120275
"TATAAUT470","Tata Automotive B470","Banking",2242.78,0.46,32.2,1.5,76562
"HINDPHA471","Hindalco Pharmaceuticals C471","Pharma",807.08,2.09,51.2,11.4,45084
"SUNCAP472","Sun Capital D472","Energy",3340.04,-0.58,12.1,19.6,6637
"AIRTTEC473","Airtel Technologies E473","Automobile",2262.42,-0.29,51.8,25.2,291095
"GODRTEC474","Godrej Technologies F474","Consumer Goods",3836.87,0.26,56.0,20.8,381311
"AIRTAUT475","Airtel Automotive G475","IT",3345.71,-0.56,29.1,3.4,196073
"ICICCAP476","ICICI Capital H476","Banking",1115.24,-1.08,35.2,2.7,261584
"WIPRPOW477","Wipro Power I477","Pharma",3715.24,-0.62,33.4,14.8,397002
"NTPCFMC478","NTPC FMCG J478","Energy",4245.31,0.50,6.1,30.8,459746
"CIPLDIG479","Cipla Digital K479","Automobile",4215.81,0.47,42.8,1.8,347964
"GODRAUT480","Godrej Automotive L480","Consumer Goods",2113.48,-0.93,34.1,13.1,62886
"BAJAGLO481","Bajaj Global M481","IT",1708.64,-0.99,40.3,7.2,140712
"HINDLAB482","Hindalco Labs N482","Banking",2138.38,-0.72,20.9,13.6,246424
"SUNPOW483","Sun Power O483","Pharma",665.04,1.41,67.7,14.3,173771
"HDFCINF484","HDFC Infrastructure P484","Energy",3196.15,0.77,8.4,8.1,65364
"SUNSOF485","Sun Software Q485","Automobile",1827.64,0.62,38.8,4.2,105665
"ADANIND486","Adani Industries R486","Consumer Goods",231.85,-5.50,30.1,23.7,270404
"BAJAENT487","Bajaj Enterprises S487","IT",4221.73,-0.25,35.7,4.3,452304
"SUNSOF488","Sun Software T488","Banking",1307.55,-0.84,68.2,27.0,268498
"BIOCGLO489","Biocon Global U489","Pharma",3879.28,0.62,52.4,2.0,36439
"CIPLINF490","Cipla Infrastructure V490","Energy",741.97,-1.84,11.9,12.7,395093
"VEDATEC491","Vedanta Technologies W491","Automobile",3459.22,-0.35,34.0,31.2,111153
"CIPLTEC492","Cipla Technologies X492","Consumer Goods",245.04,1.34,59.9,21.4,236360
"VEDACAP493","Vedanta Capital Y493","IT",2923.25,0.36,27.1,14.7,498999
"KOTAGLO494","Kotak Global Z494","Banking",1270.22,0.44,13.4,25.2,98767
"TITAAUT495","Titan Automotive A495","Pharma",304.04,3.38,36.8,25.8,413620
"ITCENT496","ITC Enterprises B496","Energy",1592.61,-0.68,46.1,18.4,291452
"RELIDIG497","Reliance Digital C497","Automobile",1914.38,0.86,64.5,2.6,17843
"HDFCGLO498","HDFC Global D498","Consumer Goods",2132.99,-0.29,63.8,5.3,71516
"GODRFMC499","Godrej FMCG E499","IT",2151.10,0.80,32.3,2.7,225860
"CIPLAUT500","Cipla Automotive F500","Banking",2482.98,-0.90,6.6,4.1,374624
"MAHIDIG501","Mahindra Digital G501","Pharma",192.05,-3.97,53.7,19.6,298508
"TITASOL502","Titan Solutions H502","Energy",2159.41,-0.81,41.8,28.1,449741
"AIRTFMC503","Airtel FMCG I503","Automobile",3972.88,-0.36,33.4,23.7,198126
"SUNENT504","Sun Enterprises J504","Consumer Goods",4341.92,0.18,61.8,17.2,134288
"ITCVEN505","ITC Ventures K505","IT",2312.44,0.47,40.4,17.9,479277
"BAJAGLO506","Bajaj Global L506","Banking",1775.69,-0.44,68.0,31.8,160818
"AXISTEC507","Axis Technologies M507","Pharma",308.21,-6.33,6.3,14.6,435744
"GODRSOF508","Godrej Software N508","Energy",1199.39,0.47,18.5,7.0,266693
"KOTAPHA509","Kotak Pharmaceuticals O509","Automobile",3947.94,-0.40,66.8,26.0,355396
"LARSTEC510","Larsen Technologies P510","Consumer Goods",3420.13,-0.29,19.4,17.7,339884
"NTPCSOL511","NTPC Solutions Q511","IT",1125.01,2.04,45.9,15.6,211948
"RELIPHA512","Reliance Pharmaceuticals R512","Banking",2436.34,0.60,48.7,25.0,21586
"BIOCCAP513","Biocon Capital S513","Pharma",4036.23,-0.44,33.4,17.2,61934
"ICICCAP514","ICICI Capital T514","Energy",2711.46,-0.02,16.7,21.8,34591
"BAJAENT515","Bajaj Enterprises U515","Automobile",1184.73,1.54,35.6,15.0,219541
"INFOHOL516","Infosys Holdings V516","Consumer Goods",1267.48,-0.73,36.1,20.5,450895
"LARSGLO517","Larsen Global W517","IT",1910.15,-0.53,42.8,32.5,83652
"TATASOL518","Tata Solutions X518","Banking",4380.23,-0.49,30.9,33.2,38960
"SUNPHA519","Sun Pharmaceuticals Y519","Pharma",4047.78,0.13,50.3,5.4,266325
"CIPLDIG520","Cipla Digital Z520","Energy",1100.11,1.55,27.7,5.7,494533
"HINDCAP521","Hindalco Capital A521","Automobile",3927.06,-0.45,67.9,4.5,394452
"BIOCGLO522","Biocon Global B522","Consumer Goods",4341.71,-0.27,63.9,10.5,140503
"WIPRDIG523","Wipro Digital C523","IT",2018.95,-0.95,13.5,8.0,64307
"RELIIND524","Reliance Industries D524","Banking",2438.64,-0.98,17.8,10.7,112443
"TITAAUT525","Titan Automotive E525","Pharma",3498.25,-0.09,53.3,24.4,72864
"CIPLSOF526","Cipla Software F526","Energy",4326.62,0.10,64.4,5.9,143760
"BAJAENT527","Bajaj Enterprises G527","Automobile",4388.13,-0.43,40.9,23.6,327356
"INFOCAP528","Infosys Capital H528","Consumer Goods",1121.40,-1.92,31.4,19.0,307494
"HINDSOL529","Hindalco Solutions I529","IT",3726.84,0.51,22.2,30.5,186246
"AIRTVEN530","Airtel Ventures J530","Banking",588.50,-2.83,9.8,18.6,26904
"MARUTEC531","Maruti Technologies K531","Pharma",4877.09,0.26,31.7,10.4,318693
"HINDLAB532","Hindalco Labs L532","Energy",4849.63,-0.07,16.1,14.3,432621
"INFOAUT533","Infosys Automotive M533","Automobile",1029.77,1.43,46.9,32.3,266713
"ITCPOW534","ITC Power N534","Consumer Goods",1372.37,0.20,41.3,12.2,16603
"MARUVEN535","Maruti Ventures O535","IT",3882.00,0.35,22.3,17.6,440246
"TITAPHA536","Titan Pharmaceuticals P536","Banking",2980.06,-0.56,8.0,9.3,126887
"VEDAPOW537","Vedanta Power Q537","Pharma",938.30,2.60,50.0,21.5,156977
"VEDAPHA538","Vedanta Pharmaceuticals R538","Energy",2996.54,-0.65,5.1,32.5,282369
"AXISPOW539","Axis Power S539","Automobile",3757.81,0.27,21.1,10.0,433187
"ITCSOF540","ITC Software T540","Consumer Goods",2529.10,0.86,8.0,12.5,33956
"ICICSOL541","ICICI Solutions U541","IT",4587.45,0.41,46.0,2.4,292471
"GODRAUT542","Godrej Automotive V542","Banking",2311.45,0.60,63.6,11.4,375326
"CIPLINF543","Cipla Infrastructure W543","Pharma",1158.70,-0.84,40.3,13.4,33931
"MARUINF544","Maruti Infrastructure X544","Energy",4907.53,0.31,15.7,16.7,307790
"BIOCIND545","Biocon Industries Y545","Automobile",388.80,2.64,29.2,17.9,145645
"RELIIND546","Reliance Industries Z546","Consumer Goods",4494.66,-0.31,13.9,10.6,197200
"HDFCINF547","HDFC Infrastructure A547","IT",2331.37,-0.56,28.6,11.2,188722
"AIRTVEN548","Airtel Ventures B548","Banking",3106.27,0.06,10.8,13.0,211933
"NTPCPOW549","NTPC Power C549","Pharma",2987.96,-0.02,42.1,28.5,190260
"AXISPOW550","Axis Power D550","Energy",1920.76,-1.25,64.4,10.9,291999
"SUNSOL551","Sun Solutions E551","Automobile",1739.79,-0.78,53.7,23.1,93870
"HDFCVEN552","HDFC Ventures F552","Consumer Goods",1298.26,0.27,57.7,6.7,408505
"TATAPOW553","Tata Power G553","IT",4498.42,-0.41,17.0,16.0,73338
"SUNCAP554","Sun Capital H554","Banking",4021.51,0.42,54.6,19.7,422617
"LARSPHA555","Larsen Pharmaceuticals I555","Pharma",329.13,5.32,63.6,23.9,269970
"AUROTEC556","Aurobindo Technologies J556","Energy",1251.95,-1.30,62.8,7.9,230473
"BAJAPOW557","Bajaj Power K557","Automobile",4211.94,-0.13,59.3,12.5,458104
"KOTAHOL558","Kotak Holdings L558","Consumer Goods",177.70,-0.84,47.7,25.5,65814
"LARSCAP559","Larsen Capital M559","IT",357.78,0.31,59.0,22.8,353013
"AIRTPOW560","Airtel Power N560","Banking",4365.53,0.09,13.4,17.5,184070
"ICICENT561","ICICI Enterprises O561","Pharma",3234.90,-0.50,69.1,26.8,348524
"TATAPOW562","Tata Power P562","Energy",1112.59,-1.73,21.9,23.6,121301
"NTPCIND563","NTPC Industries Q563","Automobile",1928.52,-0.14,51.9,4.1,133620
"LARSSOL564","Larsen Solutions R564","Consumer Goods",4339.93,0.28,15.0,20.1,482619
"AXISHOL565","Axis Holdings S565","IT",4856.60,0.19,29.5,1.8,354874
"RELIHOL566","Reliance Holdings T566","Banking",4878.17,-0.35,30.3,29.9,186180
"MAHIFMC567","Mahindra FMCG U567","Pharma",250.43,-4.75,59.4,27.4,322428
"BAJAVEN568","Bajaj Ventures V568","Energy",4084.92,-0.23,44.5,14.1,371722
"ITCIND569","ITC Industries W569","Automobile",880.06,1.55,57.7,12.8,206899
"TATASOL570","Tata Solutions X570","Consumer Goods",647.13,0.11,69.1,32.5,82188
"MARUPOW571","Maruti Power Y571","IT",3056.13,0.20,65.4,21.1,336734
"MAHIHOL572","Mahindra Holdings Z572","Banking",594.66,-1.88,17.3,24.5,25348
"SUNINF573","Sun Infrastructure A573","Pharma",3745.45,0.40,6.5,26.3,34997
"MARUPHA574","Maruti Pharmaceuticals B574","Energy",1041.63,1.33,29.1,24.7,267543
"WIPRINF575","Wipro Infrastructure C575","Automobile",2189.51,-0.68,48.5,10.5,35268
"AXISPOW576","Axis Power D576","Consumer Goods",4458.48,-0.35,66.7,18.0,411053
"RELIGLO577","Reliance Global E577","IT",3354.06,-0.10,55.8,25.9,119019
"AXISLAB578","Axis Labs F578","Banking",3425.29,0.53,5.5,18.6,160858
"CIPLPOW579","Cipla Power G579","Pharma",400.09,1.89,13.0,28.4,407536
"ADANSOL580","Adani Solutions H580","Energy",3189.15,0.41,30.4,19.9,267310
"VEDAINF581","Vedanta Infrastructure I581","Automobile",1311.99,-0.50,7.0,16.0,224549
"ADANINF582","Adani Infrastructure J582","Consumer Goods",3626.87,-0.46,53.3,29.5,494708
"HINDDIG583","Hindalco Digital K583","IT",582.85,-1.44,20.5,28.7,135047
"KOTATEC584","Kotak Technologies L584","Banking",885.20,0.43,69.6,14.3,23132
"KOTAAUT585","Kotak Automotive M585","Pharma",4499.58,0.29,50.8,21.6,203259
"CIPLIND586","Cipla Industries N586","Energy",2323.12,0.35,61.8,32.2,100074
"ADANHOL587","Adani Holdings O587","Automobile",1273.32,1.41,12.6,32.1,15610
"KOTAAUT588","Kotak Automotive P588","Consumer Goods",2636.79,-0.68,33.6,0.3,29077
"TATAFMC589","Tata FMCG Q589","IT",2294.22,-1.04,10.3,21.5,265435
"INFOIND590","Infosys Industries R590","Banking",1349.70,-1.01,28.7,15.0,314859
"ICICINF591","ICICI Infrastructure S591","Pharma",4622.91,-0.51,69.5,7.0,47466
"CIPLTEC592","Cipla Technologies T592","Energy",2988.94,-0.06,41.7,3.1,295967
